wdid,icrsra,icrsdec,spectype,teff,logg,mass,age,Dage,Dpc,velU,velV,velW
Gaia DR2 2244128903314793600,20 16 35.42,63 44 31.95,DZ,7119.0,8.314,0.792,2.769,,64.02,,,
Gaia DR2 2251172954619615488,19 49 36.55,70 02 01.82,DC:,5024.0,7.856,0.496,3.886,,49.32,,,
Gaia DR2 2251362826533155328,20 05 15.84,70 30 46.33,DC,6961.0,8.305,0.786,2.903,,87.52,,,
Gaia DR2 2251849364723453056,19 11 51.39,61 10 17.13,CND,,,,,,93.85,,,
Gaia DR2 2251878261265268096,19 06 49.03,61 06 11.03,DB,10741.0,7.923,0.558,0.4539,,77.30,,,
Gaia DR2 2253826832091026560,18 49 26.27,64 58 11.32,DQH?,12059.0,8.729,1.048,1.23,0.05,86.24,,,
Gaia DR2 22557511836520320,02 27 58.17,07 41 14.35,CND,,,,,,81.54,,,
Gaia DR2 2255990327377625984,19 05 15.99,68 06 25.27,DC,6907.0,8.321,0.796,3.081,,48.86,,,
Gaia DR2 2256410856215182464,18 35 17.90,64 21 19.51,DC,4833.0,7.968,0.559,6.38,,30.22,,,
Gaia DR2 225641157776953984,04 09 03.81,37 45 32.67,DC:,6908.0,8.306,0.786,2.978,,91.77,,,
Gaia DR2 2256681615250558592,18 21 26.49,65 07 26.85,CND,,,,,,86.86,,,
Gaia DR2 225797425868162432,04 13 45.89,37 50 37.66,CND,,,,,,100.16,,,
Gaia DR2 2264998419985072512,19 28 17.60,73 58 49.14,DC,7823.0,8.283,0.773,1.891,,97.76,,,
Gaia DR2 2265183932508285952,19 21 05.17,74 13 52.10,CND,,,,,,104.06,,,
Gaia DR2 2266129130255848960,18 52 24.10,72 38 21.06,DC,4929.0,7.938,0.542,5.277,,61.41,,,
Gaia DR2 2266554160218432256,18 21 00.02,71 59 05.32,CND,,,,,,92.05,,,
Gaia DR2 2267640688162618624,18 51 16.04,73 01 36.17,DC,8431.0,8.248,0.751,1.372,,46.26,,,
Gaia DR2 226946969569258368,04 05 50.74,39 19 37.38,DC:,4660.0,7.806,0.466,4.904,,55.21,,,
Gaia DR2 2269504837111134848,18 27 55.03,77 04 55.50,CND,,,,,,100.28,,,
Gaia DR2 2269560710340167296,18 12 23.07,76 33 51.42,DC:,5125.0,8.085,0.634,6.076,,56.25,,,
Gaia DR2 2270937019726692736,21 12 30.91,70 43 39.72,DC,9906.0,8.168,0.703,0.7895,,85.07,,,
Gaia DR2 2274756688760436992,20 33 16.03,71 22 22.20,DC,7195.0,8.12,0.666,1.664,,93.13,,,
Gaia DR2 2275065002988477440,20 56 06.43,72 18 55.97,DC,4710.0,,1.087,6.191,,70.32,,,
Gaia DR2 227733700204888448,04 15 45.09,39 49 26.03,DC:,5612.0,8.137,0.671,4.038,,87.47,,,
Gaia DR2 2278511250386534016,21 09 09.14,77 03 42.01,DC:,4232.0,6.94,0.148,,,56.31,,,
Gaia DR2 2281602041998021632,23 09 06.45,77 40 23.21,DC,9233.0,8.917,1.159,2.772,,99.45,,,
Gaia DR2 2281894928704322944,23 57 43.74,78 40 11.26,DC:,8320.0,8.785,1.09,3.222,,51.15,,,
Gaia DR2 2283760245882786560,21 44 50.78,77 14 36.98,DQ,5473.0,7.824,0.484,2.245,,68.25,,,
Gaia DR2 2284456545980836736,21 18 46.99,76 58 59.96,DC:,6903.0,8.394,0.844,3.497,,74.80,,,
Gaia DR2 2285948312676956544,22 20 05.71,79 42 38.88,CND,,,,,,103.88,,,
Gaia DR2 2290341961144179712,20 30 19.11,77 14 00.66,CND,,,,,,96.68,,,
Gaia DR2 2290785163113859712,20 50 06.75,77 40 32.08,DC,5030.0,7.961,0.557,5.22,,53.83,,,
Gaia DR2 2292010087784542080,20 15 28.40,79 54 51.28,DC,6280.0,8.29,0.759,,,96.95,,,
Gaia DR2 2298128358894342912,20 41 36.05,80 58 05.15,DC:,7065.0,8.301,0.783,2.746,,63.81,,,
Gaia DR2 2302403668123226880,19 55 27.93,84 51 47.03,DC:,7177.0,8.261,0.757,2.343,,92.78,,,
Gaia DR2 2302839903655974400,18 04 34.95,84 09 15.45,DC,9177.0,8.505,0.921,1.923,,79.64,,,
Gaia DR2 2303727858079707136,20 55 48.24,85 23 24.17,DC,6043.0,8.233,0.735,3.831,,64.39,,,
Gaia DR2 2303857158072454912,21 24 19.80,85 56 45.90,DB,13881.0,7.73,0.467,0.1675,,78.77,,,
Gaia DR2 230593564307962752,04 01 10.53,42 02 45.21,DB,14764.0,7.903,0.534,,,178.17,,,
Gaia DR2 2306514505876413056,00 06 13.27,-39 14 28.39,DZ,6693.0,8.082,0.624,,,53.86,,,
Gaia DR2 2307289214897332480,23 53 00.99,-38 51 47.67,DQ,8903.0,6.962,0.185,,,93.64,,,
Gaia DR2 230944755193183744,03 50 51.50,41 35 16.71,CND,,,,,,75.92,,,
Gaia DR2 2309486520165949056,00 07 37.97,-35 22 32.01,DC,7973.0,8.097,0.635,,,94.03,,,
Gaia DR2 2310995767378550016,23 53 43.30,-36 20 53.17,DQ,8219.0,8.177,0.687,,,56.03,,,
Gaia DR2 2316007551831656960,00 16 41.10,-33 41 56.00,DB,10583.0,8.165,0.683,,,72.17,,,
Gaia DR2 2316586410343861504,00 24 46.41,-32 06 44.92,DZ,6640.0,8.211,0.707,,,66.16,,,
Gaia DR2 2317175267539360768,00 32 57.58,-32 16 01.90,CND,,,,,,109.91,,,
Gaia DR2 231845598813983744,04 01 12.23,44 15 48.73,DC,7250.0,8.248,0.748,2.186,,95.94,,,
Gaia DR2 2319052851148048256,00 37 13.87,-28 14 50.55,DC:,5339.0,8.129,0.651,5.465,,37.74,,,
Gaia DR2 2319372057411906944,00 10 42.32,-32 32 55.36,DC,4552.0,7.429,0.294,,,58.57,,,
Gaia DR2 2321679618786073600,00 21 08.50,-29 28 44.93,DZ:,7158.0,8.332,0.804,2.844,,89.63,,,
Gaia DR2 2322134511658152320,00 22 21.64,-27 53 27.42,CND,,,,,,117.02,,,
Gaia DR2 2324148950103276800,23 35 19.56,-34 41 03.31,DQ,5794.0,8.397,0.83,,,53.77,,,
Gaia DR2 2328685294561390976,23 24 57.48,-31 27 27.36,CND,,,,,,78.59,,,
Gaia DR2 2334000544223525632,23 55 00.33,-28 23 11.94,CND,,,,,,79.49,,,
Gaia DR2 2335680765495028224,00 16 37.43,-25 51 48.79,DC,7172.0,8.206,0.721,2.017,,79.76,,,
Gaia DR2 2336767632741334016,00 03 50.84,-23 46 04.66,DC:,6484.0,7.863,0.511,1.512,,90.02,,,
Gaia DR2 2337197473065354880,00 08 21.07,-23 08 35.64,CND,,,,,,98.74,,,
Gaia DR2 2338518364487763200,23 42 24.05,-25 35 49.39,CND,,,,,,78.76,,,
Gaia DR2 2341036143039965696,23 51 34.17,-22 21 38.42,DC,7504.0,8.291,0.777,2.211,,70.83,,,
Gaia DR2 2344155045207252608,00 56 03.03,-26 47 23.84,DC:,5062.0,7.927,0.537,4.451,,72.01,,,
Gaia DR2 2354308279175308160,01 15 28.17,-20 00 28.53,CND,,,,,,97.66,,,
Gaia DR2 2354707436255912832,01 13 04.12,-19 01 04.93,DC,9811.0,8.251,0.756,0.9171,,99.05,,,
Gaia DR2 2354779179389969920,01 11 56.24,-18 40 28.19,DZ,6858.0,8.383,0.838,3.503,,84.21,,,
Gaia DR2 2355797228372762240,00 53 17.57,-20 21 24.28,DZ:,4675.0,7.892,0.504,,,69.91,,,
Gaia DR2 2356304373816227072,00 57 33.77,-19 34 43.23,DC,4706.0,7.85,0.491,5.259,,46.79,,,
Gaia DR2 2358206636307067520,01 13 47.56,-17 59 35.19,DC:,6881.0,8.29,0.775,2.898,,80.69,,,
Gaia DR2 2358387020637816064,01 17 52.03,-16 59 27.71,DC:,6120.0,8.62,0.99,5.289,,47.02,,,
Gaia DR2 2359225054657040512,01 03 29.60,-16 24 45.34,DZ,7193.0,8.392,0.844,3.138,,69.19,,,
Gaia DR2 2361124357914676096,00 16 52.13,-22 28 46.21,CND,,,,,,118.48,,,
Gaia DR2 2364185501365816576,00 29 34.84,-18 19 31.10,CND,,,,,,103.04,,,
Gaia DR2 2364192407673274624,00 29 53.06,-18 13 36.76,DC:,8600.0,8.258,0.741,,,101.67,,,
Gaia DR2 2364587647743373056,00 15 05.05,-20 41 13.11,DC:,4924.0,8.077,0.627,6.873,,51.05,,,
Gaia DR2 2365772307097730432,00 08 57.00,-19 13 05.88,CND,,,,,,103.50,,,
Gaia DR2 2368986175290994048,00 42 32.28,-18 52 30.64,CND,,,,,,121.85,,,
Gaia DR2 2369000163999634176,00 44 49.55,-18 45 55.31,DC:,6446.0,8.292,0.776,3.532,,58.13,,,
Gaia DR2 2371281513189041920,00 56 35.26,-15 48 24.86,DC,7304.0,8.165,0.695,1.737,,70.09,,,
Gaia DR2 237144321446511232,03 42 09.85,41 07 45.96,DBA,14102.0,8.124,0.663,0.2928,,96.75,,,
Gaia DR2 2371518969044898688,00 51 36.33,-15 39 30.38,DC,6938.0,8.373,0.831,3.351,,86.41,,,
Gaia DR2 2372292509834518912,00 50 04.98,-15 22 52.71,DC,6793.0,8.252,0.75,2.753,,89.42,,,
Gaia DR2 2375207182016420224,00 34 20.15,-13 30 29.40,CND,,,,,,94.58,,,
Gaia DR2 2375576682347401216,00 35 13.04,-12 25 11.26,DC,8251.0,8.291,0.779,1.605,,52.67,,,
Gaia DR2 2377344185944929152,00 44 34.87,-11 48 38.68,DZ,5296.0,7.975,0.554,,,36.92,,,
Gaia DR2 2379828081495681024,23 16 16.33,-25 53 29.24,DZ,8066.0,8.02,0.588,,,87.81,,,
Gaia DR2 2381862006207611776,23 26 04.84,-24 17 10.72,CND,,,,,,72.04,,,
Gaia DR2 2383207945879144064,23 10 56.31,-24 29 27.92,DC:,6913.0,8.399,0.833,,,67.54,,,
Gaia DR2 2385725694362729088,23 19 44.76,-21 22 12.58,CND,,,,,,100.02,,,
Gaia DR2 238701328690558208,03 11 56.70,38 59 54.99,CND,,,,,,507.59,,,
Gaia DR2 2387846647997936640,23 37 52.42,-21 58 11.46,DC,4531.0,8.363,0.491,9.89,,78.65,,,
Gaia DR2 2388641457465576192,23 39 43.05,-21 28 35.15,DQ,7508.0,7.955,0.549,,,62.04,,,
Gaia DR2 2389169910242015104,23 49 17.15,-21 46 28.83,DC,7009.0,8.238,0.742,2.378,,88.09,,,
Gaia DR2 2391132332338720384,23 46 19.92,-18 43 52.93,DC:,4863.0,8.018,0.59,6.505,,42.43,,,
Gaia DR2 2393033907634493056,23 19 41.83,-18 57 13.73,CND,,,,,,98.35,,,
Gaia DR2 2396189673510166784,22 55 11.30,-22 52 01.36,DC,5726.0,7.38,0.275,,,96.80,,,
Gaia DR2 239721228805415296,03 19 07.57,42 30 43.91,DC,11142.0,8.25,0.74,0.7654,,30.58,,,
Gaia DR2 2397370823876081408,22 45 45.32,-22 05 16.38,DQ,8283.0,7.956,0.551,,,64.35,,,
Gaia DR2 2402135454436131584,22 41 06.04,-19 03 02.61,CND,,,,,,90.80,,,
Gaia DR2 2405095786414607616,23 17 29.11,-18 19 16.93,CND,,,,,,105.65,,,
Gaia DR2 2405416775090462720,23 13 29.54,-17 46 34.90,CND,,,,,,103.03,,,
Gaia DR2 2406135786975668352,23 08 35.46,-17 28 37.72,DC:,4997.0,7.863,0.5,,,74.53,,,
Gaia DR2 2406732065874672640,23 15 40.45,-15 59 59.97,DZ,7593.0,8.09,0.631,,,100.73,,,
Gaia DR2 2408519390745642752,23 22 05.06,-14 31 34.64,DC:,7285.0,7.965,0.554,,,107.83,,,
Gaia DR2 2411592285226593408,23 04 52.14,-12 39 12.43,DC,8379.0,8.278,0.771,1.48,,90.37,,,
Gaia DR2 241335036997623296,03 20 13.05,43 37 42.13,DC,6555.0,8.155,0.671,2.7,,99.83,,,
Gaia DR2 2413732965646433024,23 10 52.24,-10 48 17.48,CND,,,,,,97.77,,,
Gaia DR2 2416621004735401472,00 10 32.74,-15 33 25.67,CND,,,,,,101.02,,,
Gaia DR2 2419860303430004736,23 40 01.48,-14 49 58.74,DZ,8286.0,8.495,0.914,2.525,,61.91,,,
Gaia DR2 2423337955632676096,00 19 54.45,-12 58 00.84,DC:,4588.0,7.979,0.565,7.089,,54.30,,,
Gaia DR2 2424913628807069056,00 19 42.39,-11 14 00.44,DQ:,7784.0,7.951,0.547,1.25,,91.71,,,
Gaia DR2 2425650847058388224,00 34 59.63,-10 21 18.02,DC,5410.0,8.05,0.6,5.31,,43.62,,,
Gaia DR2 2429268309033277184,00 11 32.44,-08 27 48.57,DC,8615.0,8.142,0.665,1.16,,97.23,,,
Gaia DR2 2429392656926964864,00 14 41.14,-07 58 57.57,DC:,5290.0,8.056,0.616,,,94.12,,,
Gaia DR2 2431129163744714240,00 14 14.00,-07 20 12.61,DC:,9275.0,8.126,0.675,0.8824,,68.25,,,
Gaia DR2 243158134653909760,03 23 41.21,47 38 09.13,DC,8031.0,8.311,0.792,1.847,,57.84,,,
Gaia DR2 2445187691214892416,00 08 30.52,-03 53 21.10,DC,5713.0,7.989,0.564,3.22,,75.91,,,
Gaia DR2 244610757015516416,03 39 21.05,44 26 24.74,CND,,,,,,89.51,,,
Gaia DR2 2446993162322393088,23 39 17.05,-04 24 25.18,DBAZ,12915.0,7.814,0.485,0.241,0.006,89.28,,,
Gaia DR2 2447815253423324544,00 00 11.30,-04 03 14.89,DC,5207.0,7.897,0.508,3.822,,44.36,,,
Gaia DR2 2448428948414332288,00 07 41.59,-02 46 02.55,CND,,,,,,792.48,,,
Gaia DR2 2450558049601994496,01 37 00.60,-17 47 47.45,DC,5793.0,8.004,0.574,3.969,,66.83,,,
Gaia DR2 2451840221895091584,01 34 58.68,-15 36 06.82,DC:,10240.0,8.196,0.722,0.7563,,84.17,,,
Gaia DR2 2452091975697996160,01 29 15.79,-15 24 29.92,DC,7547.0,8.121,0.65,,,105.20,,,
Gaia DR2 2452953438762507520,01 50 52.51,-14 40 42.86,DC,7350.0,8.31,0.79,2.487,,72.09,,,
Gaia DR2 2457903341327950336,01 26 07.39,-12 32 21.43,DC,10423.0,8.244,0.753,0.7805,,90.84,,,
Gaia DR2 2460110885797604992,01 46 02.94,-12 58 47.58,DC:,6847.0,8.133,0.673,2.01,,44.80,,,
Gaia DR2 2461921261757006976,02 12 04.68,-10 09 12.01,CND,,,,,,115.47,,,
Gaia DR2 2464597369980330880,01 35 52.76,-10 42 24.48,DC,5627.0,8.174,0.694,4.347,,78.86,,,
Gaia DR2 246553113023408256,04 13 43.55,49 23 22.21,DC:,4925.0,7.971,0.562,,,61.23,,,
Gaia DR2 2469785449955512832,01 06 54.84,-11 11 15.34,CND,,,,,,101.30,,,
Gaia DR2 2470534148654250240,01 16 01.43,-10 59 19.07,DC,4785.0,7.916,0.529,5.699,,52.02,,,
Gaia DR2 2474562656179548928,00 54 12.59,-08 08 00.53,CND,,,,,,103.92,,,
Gaia DR2 2475572527545073792,01 10 20.36,-07 45 09.61,DC:,4686.0,7.905,0.522,,,60.70,,,
Gaia DR2 2476132140308285184,01 04 09.09,-06 44 51.39,CND,,,,,,112.93,,,
Gaia DR2 247694032435598720,04 08 29.73,51 02 18.58,DZ,4475.0,7.778,0.442,,,107.04,,,
Gaia DR2 247739176832560384,03 37 27.03,45 37 17.36,DC:,4879.0,7.859,0.497,4.642,,73.26,,,
Gaia DR2 2480784311444314880,01 35 18.20,-04 39 52.17,CND,,,,,,65.30,,,
Gaia DR2 2480799056067605760,01 34 55.35,-04 31 50.14,DC,7578.0,8.367,0.828,2.563,,78.58,,,
Gaia DR2 248346828806376704,03 43 31.87,47 23 32.45,DC,4924.0,8.138,0.655,,,83.12,,,
Gaia DR2 2486041832451829888,02 15 41.33,-09 00 56.67,DC,8889.0,8.087,0.631,,,44.36,,,
Gaia DR2 2488974302977323008,02 34 27.82,-04 54 31.26,CND,,,,,,81.42,,,
Gaia DR2 2489730281645658112,02 16 55.77,-04 48 13.37,CND,,,,,,93.08,,,
Gaia DR2 2490494240363793792,02 03 46.79,-07 01 37.84,DC,7652.0,8.097,0.635,1.5,,62.81,,,
Gaia DR2 2493788171042047616,02 21 14.67,-01 43 44.51,DC:,7238.0,8.343,0.812,2.817,,51.59,,,
Gaia DR2 2494836001327878400,02 11 33.53,-01 00 47.65,CND,,,,,,107.03,,,
Gaia DR2 249816532255072384,03 40 18.84,49 59 16.39,DZ:,4924.0,7.979,0.566,5.794,,63.14,,,
Gaia DR2 250422191362602112,03 56 39.63,50 31 30.36,DC,5154.0,8.085,0.634,6.029,,86.13,,,
Gaia DR2 2504879597666546048,01 55 36.59,-02 27 06.01,DC,5007.0,7.827,0.469,,,90.95,,,
Gaia DR2 2508809660245711360,01 37 12.53,-01 29 59.34,DC,5655.0,7.897,0.51,,,111.09,,,
Gaia DR2 2512123111550915968,01 48 57.24,02 32 25.66,DC,7777.0,8.213,0.727,1.638,,45.30,,,
Gaia DR2 2512346415490500864,01 47 51.88,02 51 38.19,DB,11640.0,7.971,0.567,0.4389,,93.74,,,
Gaia DR2 251443603306135168,03 44 34.38,51 20 55.85,DC:,7222.0,8.391,0.843,3.099,,99.79,,,
Gaia DR2 2515570454165603456,02 23 46.65,03 21 56.34,DC,5087.0,8.251,0.742,,,73.29,,,
Gaia DR2 2519592124102911872,02 01 19.13,06 09 55.71,CND,,,,,,78.56,,,
Gaia DR2 2520950467639678208,02 09 54.86,06 38 51.44,CND,,,,,,1384.80,,,
Gaia DR2 2521336396221143168,02 08 40.68,07 30 19.67,CND,,,,,,77.32,,,
Gaia DR2 2522906262603157760,00 49 55.30,-07 12 41.10,CND,,,,,,77.41,,,
Gaia DR2 2524593080942883328,00 55 34.98,-06 06 52.96,DC,6350.0,8.039,0.597,,,108.50,,,
Gaia DR2 2528877194857837184,00 45 02.26,-04 07 11.02,DQ,5506.0,7.305,0.249,1.354,,43.25,,,
Gaia DR2 2530509724810602496,00 46 37.35,-01 47 25.62,DC,5514.0,8.184,0.687,4.939,,42.20,,,
Gaia DR2 2532236546477272192,01 01 15.75,-02 52 09.35,DC,7606.0,8.106,0.641,1.53,,69.84,,,
Gaia DR2 253270579314396800,04 42 20.46,45 43 09.20,DC:,5474.0,8.115,0.655,,,75.53,,,
Gaia DR2 253391800472094464,04 30 52.38,44 22 23.27,DZ:,4712.0,7.916,0.518,,,88.36,,,
Gaia DR2 253912487945341952,04 35 29.43,45 18 43.50,DC:,6868.0,8.461,0.889,3.812,,44.06,,,
Gaia DR2 2539747688363740032,01 10 05.55,04 05 08.62,DC,4734.0,7.851,0.491,,,79.28,,,
Gaia DR2 2540716216374137984,00 28 48.10,-02 33 07.92,DC:,4820.0,7.814,0.472,4.421,,71.19,,,
Gaia DR2 2541549062071571968,00 13 33.36,-02 13 21.95,DC,4538.0,7.843,0.486,6.83,,38.82,,,
Gaia DR2 2542192757410302720,00 24 39.97,-00 30 42.11,DC,4346.0,8.147,0.67,9.18,,78.50,,,
Gaia DR2 2543378511984771200,00 38 48.74,00 44 26.28,DC,5057.0,8.475,0.893,9.44,,89.82,,,
Gaia DR2 2544472457331853440,00 33 07.84,01 41 04.07,CND,,,,,,90.39,,,
Gaia DR2 2545590733671247744,00 15 14.12,00 22 03.74,DC:,4875.0,7.582,0.359,2.659,,42.71,,,
Gaia DR2 2551146355473296256,00 42 12.00,04 03 40.29,CND,,,,,,105.89,,,
Gaia DR2 2552160826748508672,00 59 08.28,04 32 39.88,DC,5307.0,7.856,0.486,3.874,,81.23,,,
Gaia DR2 2553935752048977792,00 30 47.95,03 47 01.97,DC,6418.0,8.066,0.614,2.0,,27.78,,,
Gaia DR2 2558321974514561408,01 32 24.18,01 35 57.26,DC,11179.0,8.018,0.594,,,98.69,,,
Gaia DR2 2560009007603950720,01 33 26.46,04 01 03.51,DC:,6879.0,7.092,0.199,,,78.52,,,
Gaia DR2 2562026950744670848,01 42 16.28,05 17 06.50,DC:,4634.0,7.936,0.539,,,54.64,,,
Gaia DR2 2564740446656134656,01 17 57.30,06 33 20.94,DZ,,,,,,83.41,,,
Gaia DR2 2571671561799507968,01 42 04.96,08 03 18.20,DC,5053.0,7.958,0.555,4.453,,93.97,,,
Gaia DR2 2574163909846061568,01 47 54.12,10 38 16.94,DC,5026.0,8.024,0.595,,,71.09,,,
Gaia DR2 2574620550768898432,02 01 10.51,12 12 24.60,DC,6952.0,8.026,0.59,1.72,,31.50,,,
Gaia DR2 2574640823015408128,02 00 16.80,12 22 10.08,DC,6790.0,7.163,0.217,0.64,,64.65,,,
Gaia DR2 2575593343682695936,01 51 17.51,12 41 05.48,DC,4922.0,8.112,0.639,,,88.02,,,
Gaia DR2 2579266674591294464,01 21 02.70,09 45 23.55,DZ:,4852.0,7.935,0.54,5.617,,56.69,,,
Gaia DR2 258068813702377088,04 25 24.35,48 12 21.14,DC,7633.0,8.237,0.743,1.83,,81.06,,,
Gaia DR2 2582027002828197504,00 48 51.55,09 38 15.20,DC,7804.0,8.195,0.715,1.559,,82.74,,,
Gaia DR2 258229174890841344,04 22 06.25,48 27 12.66,DC:,4376.0,7.114,0.193,,,47.71,,,
Gaia DR2 2583248384152322048,01 08 51.37,11 07 13.02,DC,5397.0,8.044,0.597,4.672,,66.57,,,
Gaia DR2 2583851917252389888,01 15 18.76,12 44 13.29,DC,10350.0,8.055,0.615,0.7264,,76.31,,,
Gaia DR2 2585711397573234816,01 35 21.29,11 24 55.39,DQ:,8873.0,7.924,0.534,0.9525,,85.45,,,
Gaia DR2 2588340119422371200,01 48 21.60,14 53 08.71,DC:,5654.0,7.577,0.35,,,80.51,,,
Gaia DR2 2588541334344222208,01 34 28.36,13 56 01.48,CND,,,,,,101.77,,,
Gaia DR2 2589844972883309568,01 21 52.03,13 40 37.52,DQ,5988.0,7.931,0.531,2.414,,85.00,,,
Gaia DR2 2590483896512845568,01 22 46.06,14 43 19.95,DC,4956.0,8.007,0.573,,,98.67,,,
Gaia DR2 2596751387669322880,22 41 40.33,-15 32 00.31,DC:,7728.0,8.031,0.595,,,75.63,,,
Gaia DR2 2596855871338756352,22 41 56.10,-14 56 24.50,DC,4304.0,7.956,0.551,,,50.30,,,
Gaia DR2 2597045159136913536,22 50 27.96,-14 42 30.79,CND,,,,,,90.05,,,
Gaia DR2 2600523498531790848,22 22 30.62,-12 58 32.86,DC:,9205.0,8.476,0.887,,,86.77,,,
Gaia DR2 2600575244297424128,22 15 48.01,-13 27 27.43,DC,9419.0,8.474,0.901,1.648,,82.01,,,
Gaia DR2 2600672482356716416,22 15 10.74,-12 57 59.78,DC:,6371.0,8.188,0.707,2.95,,47.34,,,
Gaia DR2 2605449241904257792,23 04 43.28,-11 09 01.11,DQ,6872.0,8.153,0.669,,,102.41,,,
Gaia DR2 2605704981437044864,22 59 21.48,-10 47 40.64,DC,8981.0,7.98,0.586,0.7739,,82.55,,,
Gaia DR2 2606341701748795776,23 08 19.59,-09 13 37.29,CND,,,,,,93.16,,,
Gaia DR2 2606779964507034240,22 56 30.05,-09 45 31.19,DC,10420.0,8.055,0.615,0.6922,,92.66,,,
Gaia DR2 2606979835105147520,22 56 59.69,-08 52 21.20,DZ:,4746.0,7.845,0.478,,,77.25,,,
Gaia DR2 2611836167511100800,22 49 59.66,-06 08 13.30,DC,6837.0,8.47,0.881,3.83,,114.60,,,
Gaia DR2 2615968858057952640,22 12 18.20,-09 01 46.37,DC,10646.0,8.21,0.713,,,66.55,,,
Gaia DR2 2617719104476168960,21 50 47.92,-10 41 36.57,CND,,,,,,112.52,,,
Gaia DR2 2621085018806417280,22 06 55.66,-04 59 39.27,DZ:,4549.0,8.194,0.692,,,45.44,,,
Gaia DR2 2622175287664315392,22 33 44.07,-06 31 51.02,CND,,,,,,71.40,,,
Gaia DR2 2622700373185644800,22 24 42.55,-06 37 45.41,DC,5918.0,8.022,0.585,3.795,,73.65,,,
Gaia DR2 2622979271185741312,22 33 23.68,-06 01 40.44,DC:,7222.0,7.784,0.455,,,80.75,,,
Gaia DR2 2623172750868801408,22 27 17.95,-05 51 38.86,CND,,,,,,108.11,,,
Gaia DR2 262392986771354496,05 09 17.19,50 27 48.49,CND,,,,,,88.29,,,
Gaia DR2 2625424962999379840,22 38 47.16,-03 29 22.99,CND,,,,,,90.07,,,
Gaia DR2 262630206404461696,05 07 28.21,50 52 20.66,DC,7390.0,8.61,0.986,3.701,,71.85,,,
Gaia DR2 2632639545983774848,23 23 52.02,-06 23 05.56,DQ,10254.0,8.701,1.044,1.976,,76.60,,,
Gaia DR2 2632899099449032576,23 26 54.63,-04 57 59.07,CND,,,,,,97.45,,,
Gaia DR2 2636318649330041216,23 02 36.44,-04 26 03.23,DC,6279.0,7.997,0.587,1.982,,87.18,,,
Gaia DR2 2645940445519385728,23 35 48.58,00 26 36.14,DC:,7315.0,7.727,0.426,,,63.05,,,
Gaia DR2 2646624547910745600,23 46 50.53,02 21 25.48,CND,,,,,,102.07,,,
Gaia DR2 2650863985573885568,23 02 46.62,-00 45 02.12,DC,4900.0,7.82,0.465,,,77.46,,,
Gaia DR2 2651505207011569152,22 58 47.11,-00 54 50.51,DC,5141.0,8.026,0.597,5.65,,89.35,,,
Gaia DR2 2652547440955473024,23 04 42.58,01 59 14.59,DC,10651.0,8.065,0.621,,,84.47,,,
Gaia DR2 2652566063933448320,23 03 09.82,01 52 07.02,DC,7894.0,8.07,0.619,1.592,,77.69,,,
Gaia DR2 2658194876273052544,23 20 02.29,03 01 40.49,CND,,,,,,110.08,,,
Gaia DR2 265911806235019008,05 13 27.22,52 48 50.76,DZ,7964.0,8.423,0.866,2.458,,56.24,,,
Gaia DR2 2660853323590227456,23 16 26.15,04 29 16.87,DZ:,4789.0,8.237,0.732,8.527,,62.89,,,
Gaia DR2 2662208372887759744,23 08 44.29,03 47 18.21,DQA,11059.0,8.574,0.952,1.62,0.02,65.16,,,
Gaia DR2 2665842293176679808,23 17 34.69,08 46 41.48,CND,,,,,,93.55,,,
Gaia DR2 2668099723692924928,21 47 57.81,-05 28 29.32,CND,,,,,,100.24,,,
Gaia DR2 2668196480715605632,21 40 13.08,-05 55 53.60,DC:,5561.0,7.834,0.475,,,74.11,,,
Gaia DR2 2669936427801840256,21 50 08.61,-04 39 03.77,DC,5304.0,8.303,0.766,7.19,,35.50,,,
Gaia DR2 2670760851069751936,21 33 29.09,-06 16 31.10,CND,,,,,,8197.37,,,
Gaia DR2 2670773907771422720,21 34 02.02,-06 02 37.44,DC:,8656.0,7.968,0.559,,,88.31,,,
Gaia DR2 2671209215590782208,21 40 42.12,-05 41 15.19,DC,10695.0,7.965,0.561,,,98.18,,,
Gaia DR2 2675249572930357888,22 06 49.97,-04 01 44.00,CND,,,,,,109.06,,,
Gaia DR2 2676566272464334720,21 58 47.03,-02 40 24.84,DC,4769.0,7.869,0.502,5.52,,27.98,,,
Gaia DR2 2676567307551465088,21 58 39.04,-02 39 16.88,DC,4871.0,7.893,0.516,5.42,,28.03,,,
Gaia DR2 2677157569201482624,22 06 41.07,-01 12 11.55,DC,6090.0,8.557,0.937,5.29,,117.16,,,
Gaia DR2 2679806537525967616,21 57 55.97,-01 26 21.36,CND,,,,,,85.34,,,
Gaia DR2 2682094616928734976,22 11 05.28,01 16 52.23,DC,5215.0,7.941,0.534,,,95.06,,,
Gaia DR2 2683210316288400768,22 06 23.89,02 24 46.73,CND,,,,,,64.53,,,
Gaia DR2 2686607906002083328,21 38 05.11,-00 56 19.25,DC-IRfaint,4799.0,7.946,0.536,4.85,,70.84,,,
Gaia DR2 2686875602724843264,21 34 43.66,-00 36 22.22,CND,,,,,,112.90,,,
Gaia DR2 2689496872803968768,21 14 24.23,-00 26 56.04,CND,,,,,,84.39,,,
Gaia DR2 2692578116702173056,21 15 52.52,03 18 17.47,CND,,,,,,1124.99,,,
